mc	mc_onset	color_name	label
1	3/4	black	D_dcml
1	3/4	red	D_fh
2	0	black	A_1
2	0	red	A
3	0	black	D
3	0	red	D
3	1/2	black	A
3	1/2	red	A
4	0	black	D
4	0	red	D
5	0	black	A
5	0	red	A
5	3/4	black	D_1
5	3/4	red	D_1
6	0	black	dbo_1
6	0	red	A7
6	1/4	black	b_1
6	1/2	black	A_1
6	3/4	black	bm7_1
7	0	black	A_1
7	1/4	black	G_1
7	1/2	black	gb_1
7	3/4	black	G_1
8	0	black	gb_1
8	0	red	D
8	1/4	black	e_1
8	1/2	black	D_1
8	3/4	black	em7_1
9	0	black	D_1
9	1/4	black	dbo_1
9	1/2	black	D
9	3/4	black	ebo
10	0	red	e_1
10	1/4	black	e_1
10	1/2	black	A7
10	1/2	red	A7
11	0	black	D
11	0	red	D
11	3/4	black	D_1
12	0	black	dbo_1
12	1/4	black	b_1
12	1/2	black	A_1
12	3/4	black	b_1
13	0	black	A_1
13	0	red	A7
13	1/4	black	G_1
13	1/2	black	gb_1
13	3/4	black	G_1
14	0	black	gb_1
14	0	red	D_1
14	1/4	black	e_1
14	1/2	black	D_1
14	3/4	black	bbo7
15	0	black	b
15	0	red	b
15	1/4	black	ebo_2
15	1/2	black	e_1
15	1/2	red	e_1
15	3/4	black	ebo_1
16	0	black	e
16	0	red	e
16	1/2	black	A7
16	1/2	red	A7
17	0	black	D
17	0	red	D
18	0	black	A_1
18	0	red	A
19	0	black	D
19	0	red	D
19	1/2	black	A
19	1/2	red	A
20	0	black	D
20	0	red	D
21	0	black	A
21	0	red	A
21	1/4	black	bbo
21	1/2	black	b
21	3/4	black	dbo
22	0	black	D
22	0	red	b_1
22	1/2	black	dbo_1
22	1/2	red	e
23	0	black	D_1
23	0	red	Gb
24	0	black	d
24	0	red	b
24	1/2	black	A7_1
24	1/2	red	Gb7_1
25	0	black	d
25	0	red	b
26	0	black	A7_2
26	0	red	Gb7_2
26	1/2	black	d
26	1/2	red	b
27	0	black	A
27	0	red	Gb
28	0	black	d
28	0	red	b
28	1/2	black	A7_1
28	1/2	red	Gb7_1
29	0	black	d
29	0	red	b
29	1/2	black	d_1
29	1/2	red	b_1
30	0	black	Db
30	0	red	gb_2
30	1/2	red	Db
31	0	black	gb
31	0	red	gb
31	3/4	black	Db7
32	0	red	Db7
32	1/2	black	gb
32	1/2	red	gb
33	0	black	Db7
33	0	red	Db7
34	0	black	gb
34	0	red	gb
34	1/2	black	fo_1
34	1/2	red	fo_1
