mc	mc_onset	color_name	label
1	9/8	black	f_dcml
1	9/8	red	f_fh
4	0	black	C_1
4	0	red	C_1
4	3/4	black	bo7_2
4	3/4	red	bo7_2
5	0	black	C_1
5	0	red	C_1
5	9/8	black	Gb
5	9/8	red	Gb
8	0	black	Db_1
8	0	red	Db_1
8	3/4	black	co7_2
8	3/4	red	co7_2
9	0	black	Db_1
9	0	red	Db_1
10	0	black	C_1
10	0	red	C_1
10	3/4	black	bo7_2
10	3/4	red	bo7_2
11	0	black	C_1
11	0	red	C_1
11	3/4	red	C
12	0	black	eo7_1
12	0	red	eo7_1
12	3/4	black	bbm7_3
12	3/4	red	bbm7_3
13	0	black	eo7_1
13	0	red	eo7_1
13	3/4	red	C
14	0	red	C7
15	0	red	eo
16	9/8	black	Db_1
16	9/8	red	Db_1
17	0	black	C_1
17	0	red	C_1
17	9/8	black	f
17	9/8	red	f
21	0	black	C_1
21	0	red	C_1
22	3/4	black	bo7_2
22	3/4	red	bo7_2
23	0	black	C_1
23	0	red	C_1
24	3/4	black	Eb7
24	3/4	red	Eb7
25	0	black	Eb
25	0	red	Eb
26	0	black	ab
26	0	red	ab
27	0	black	E_1
27	0	red	EM7_1
28	0	black	Eb_1
28	0	red	Eb
29	9/8	red	Eb7_2
30	0	black	ab
30	0	red	Eb7
30	1/4	red	ab_2
30	1	red	ab
31	0	black	E_1
31	0	red	EM7_1
32	0	black	Eb_1
32	0	red	Eb_1
32	3/4	black	ao7_3
32	3/4	red	ao7_3
33	0	black	do_1
33	0	red	do_1
33	3/4	black	go7_3
33	3/4	red	eo7
34	0	black	Eb7
34	0	red	Eb7
36	0	black	Ab
36	0	red	Ab
37	3/4	black	Eb7_2
37	3/4	red	Eb7_2
38	0	black	Ab_1
38	0	red	Ab_1
38	9/8	black	Db
38	9/8	red	Db
39	0	black	Ab_2
39	0	red	Eb
39	3/4	black	Eb7
40	0	black	Ab
40	0	red	Ab
41	3/4	black	Eb7_2
41	3/4	red	Eb7_2
42	0	black	Ab_1
42	0	red	Ab_1
43	0	black	db
43	0	red	db
43	3/8	red	A_1
44	0	black	ab_2
44	0	red	Eb
45	0	black	Eb7
45	0	red	Eb7
52	0	black	ab
52	0	red	ab
53	0	black	E_1
53	0	red	E_1
54	0	black	A
54	0	red	A
54	9/8	black	go7_1
54	9/8	red	go7_1
55	3/4	red	bb%7_2
55	9/8	black	Eb7
55	9/8	red	Eb7
56	0	black	ab
56	0	red	ab
57	0	black	E_1
57	0	red	E_1
58	0	black	A
58	0	red	A
58	9/8	black	go7_1
58	9/8	red	go7_1
59	3/8	red	bb%7_2
59	9/8	black	Eb7
59	9/8	red	Eb7
60	0	black	bb%7_3
60	0	red	bb%7_3
60	3/8	black	Eb7_1
60	3/8	red	Eb7_1
60	3/4	black	bb%7_2
60	3/4	red	bb%7_2
60	9/8	black	Eb7
60	9/8	red	Eb7
61	0	black	do7
61	0	red	do7
61	3/4	black	Eb7
61	3/4	red	Eb
61	9/8	red	Eb7
62	0	black	ab
62	0	red	ab
62	3/8	black	db
62	3/8	red	db
62	3/4	black	ab_1
62	3/4	red	ab_1
62	9/8	black	Eb7_2
62	9/8	red	Eb7_2
63	0	black	ab
63	0	red	ab
63	3/8	black	db
63	3/8	red	db
63	3/4	black	ab_1
63	3/4	red	ab_1
63	9/8	black	Eb7_2
63	9/8	red	Eb7_2
64	0	black	ab
64	0	red	ab
64	3/8	black	db
64	3/8	red	db
64	3/4	black	ab_1
64	3/4	red	ab_1
64	9/8	black	Eb7_2
64	9/8	red	Eb7_2
65	0	black	ab
65	0	red	ab
66	9/8	black	ab_1
66	9/8	red	ab_2
67	9/8	black	E
67	9/8	red	E
70	0	black	B_1
70	0	red	B_1
70	3/4	black	bbo7_2
70	3/4	red	bbo7_2
71	0	black	B_1
71	0	red	B_1
72	0	black	gb_1
72	0	red	gb_1
72	3/4	black	fo7_2
72	3/4	red	fo7_2
73	0	black	gb_1
73	0	red	gb_1
74	0	black	E_1
74	0	red	E_1
74	3/4	black	ebo7_2
74	3/4	red	ebo7_2
75	0	black	E_1
75	0	red	E_1
75	3/8	black	gb
75	3/8	red	gb
75	9/8	black	gb_1
75	9/8	red	gb_1
76	0	black	E_2
76	0	red	B
76	3/4	black	B7
76	3/4	red	B7
77	0	black	E_1
77	0	red	E_1
77	3/4	black	ebo7_2
77	3/4	red	ebo7_2
78	0	black	E_1
78	0	red	E_1
78	3/8	black	gb
78	3/8	red	gb
78	9/8	black	gb_1
78	9/8	red	gb_1
79	0	black	E_2
79	0	red	B
79	3/4	black	B7
79	3/4	red	B7
79	9/8	black	e
79	9/8	red	e
82	0	black	B7_3
82	0	red	G7_3
82	3/8	red	G7_2
82	3/4	red	bo
82	9/8	red	G
83	0	red	G7_3
83	3/8	red	G7_2
83	3/4	red	G7_1
83	9/8	red	G7_3
84	0	black	e
84	0	red	c
86	0	black	Eb7_3
86	0	red	Eb7_3
86	3/8	red	Eb7_2
86	3/4	red	go
86	9/8	red	Eb
87	0	red	Eb7_3
87	3/8	red	Eb7_2
87	3/4	red	Eb7_1
87	9/8	red	Eb7_3
88	0	black	Ab
88	0	red	Ab
90	0	black	ao7
90	0	red	co7_3
90	3/8	red	co7_2
90	3/4	red	co7_1
90	9/8	red	co
91	0	red	co7_3
91	3/8	red	co7_2
91	3/4	red	co7_1
91	9/8	red	co7_3
92	0	black	Ab7
92	0	red	Ab7
92	3/8	black	ao7
92	3/8	red	co7_3
92	3/4	black	Ab7
92	3/4	red	Ab7
92	9/8	black	ao7
92	9/8	red	co7_3
93	0	black	Ab7
93	0	red	Ab7
93	3/8	black	ao7
93	3/8	red	co7_3
93	3/4	black	Ab7
93	3/4	red	Ab7
93	9/8	black	ao7
93	9/8	red	co7_3
94	0	black	Ab7
94	0	red	Ab7
95	0	black	Ab7_3
95	0	red	Ab
95	3/4	red	Ab7_3
96	0	black	Db_1
96	0	red	Db_2
96	3/4	red	Db_1
97	0	black	bbm7_1
97	0	red	bbm7_1
98	0	black	Ab_1
98	0	red	Ab_1
99	0	black	Ab7_2
99	0	red	Ab
99	9/8	red	Ab7_2
100	0	black	Db
100	0	red	Ab7
100	1/4	red	Db_2
100	9/8	red	Db
101	0	black	bbm7_1
101	0	red	bbm7_1
102	0	black	Ab_1
102	0	red	Ab_1
102	3/4	black	A_1
102	3/4	red	AM7_1
103	0	black	Ab_1
103	0	red	Ab_1
103	3/4	black	A_1
103	3/4	red	AM7_1
104	0	black	Ab_1
104	0	red	Ab_1
104	3/4	black	do7_2
104	3/4	red	do7_3
105	0	black	eb_1
105	0	red	go_1
105	3/4	black	ao7
105	3/4	red	ao7
106	0	black	Ab7
106	0	red	Ab7
106	3/4	red	Ab7_3
106	9/8	red	Db_1
107	0	red	Ab7_2
107	9/8	red	Db
108	0	red	Ab_1
108	9/8	red	bbm7
109	0	red	Ab
109	3/8	red	bb
109	3/4	red	ab_1
109	9/8	red	Ab7_1
110	0	black	Db
110	0	red	Db
111	3/4	black	Ab7_2
111	3/4	red	Ab7_2
112	0	black	Db_1
112	0	red	Db_1
112	9/8	black	Ab7_3
112	9/8	red	ebm7_1
113	0	black	Db_2
113	0	red	Ab
113	3/4	black	Ab7
113	9/8	red	Ab7
114	0	black	F_1
114	0	red	F_1
114	9/8	black	bb
114	9/8	red	bb
115	3/4	black	F7_2
115	3/4	red	F7_2
116	0	black	bb_1
116	0	red	bb_1
116	9/8	black	eb
116	9/8	red	eb
117	0	black	bb_2
117	0	red	F
117	3/4	black	F7
117	3/4	red	F7
118	0	black	Gb
118	0	red	Gb
119	3/4	black	Db7_2
119	3/4	red	Db7_2
120	0	black	Gb_1
120	0	red	Gb_1
121	0	black	b
121	0	red	b
122	0	black	G_1
122	0	red	G_1
123	0	black	C
123	0	red	C
124	0	black	eo7_3
124	0	red	eo7_3
124	3/4	red	eo7
125	0	red	eo7_1
125	3/4	red	eo7_2
126	0	red	eo7_3
126	3/8	red	eo7
126	3/4	red	eo7_1
126	9/8	red	eo7_2
127	0	red	eo7_3
127	3/8	red	eo7_2
127	3/4	red	eo7_1
127	9/8	red	eo7
128	0	red	eo7_3
128	3/8	red	eo7_2
128	3/4	red	eo7_1
128	9/8	red	eo7
129	0	red	eo7_3
129	3/8	red	eo7_2
129	3/4	red	eo7_1
129	9/8	red	eo7
130	0	red	eo7_3
130	3/8	red	eo7_2
130	3/4	red	eo7_1
130	9/8	red	eo7
131	0	red	eo7_3
131	3/8	red	eo7_1
131	9/8	red	eo7_3
132	3/8	red	eo7_1
132	9/8	red	eo7_3
133	0	black	C7
133	0	red	C7
133	3/8	black	eo7_3
133	3/8	red	eo7_1
133	3/4	black	C7
133	3/4	red	C7_2
133	9/8	black	eo7_3
133	9/8	red	eo7_3
134	0	black	C7
134	0	red	C7
134	3/8	black	eo7_3
134	3/8	red	eo7_1
134	3/4	black	C7
134	3/4	red	C7_2
134	9/8	black	eo7_3
134	9/8	red	eo7_3
135	0	black	C7
135	0	red	C7
