mc	mc_onset	color_name	label
1	5/16	black	G_dcml
1	5/16	red	G_fh
3	5/16	black	am7_3
3	5/16	red	G
4	0	red	am7_3
6	0	black	D_1
6	0	red	D_1
6	1/4	black	D7
6	1/4	red	D7
7	0	black	G
7	0	red	G
7	1/4	black	am7_1
7	1/4	red	am7_1
8	0	black	D
8	0	red	G_2
8	1/4	black	D7
8	1/4	red	D7
9	0	black	G
9	0	red	G
11	0	black	gb%7_1
11	0	red	D7_2
11	1/4	black	D7_2
13	0	black	G_1
13	0	red	G_1
15	0	black	a_1
15	0	red	a_1
15	1/4	black	A_1
15	1/4	red	A7_1
15	3/8	black	A7_1
16	0	black	D
16	0	red	D
16	1/4	black	b_1
16	1/4	red	b_1
17	0	black	em7
17	0	red	db%7_1
17	1/8	black	db%7_1
18	0	black	gb
18	0	red	gb
18	1/4	black	D_1
18	1/4	red	D_1
19	0	black	e_1
19	0	red	e_1
19	1/4	black	E_1
19	1/4	red	E7_1
19	3/8	black	E7_1
20	0	black	A
20	0	red	A
20	1/4	black	abo_2
20	1/4	red	E7_3
21	0	black	A
21	0	red	A
21	1/4	black	E7
21	1/4	red	E7
22	0	black	A
22	0	red	A
22	1/4	black	abo_2
22	1/4	red	E7_3
23	0	black	A
23	0	red	A
23	1/4	black	E7
23	1/4	red	E7
24	0	black	A
24	0	red	A
24	1/4	black	abo_2
24	1/4	red	E7_3
25	0	black	A
25	0	red	A
27	0	black	D
27	0	red	D
30	0	black	A7
30	0	red	A7
34	0	black	D
34	0	red	D
34	1/8	black	bm7_1
34	1/4	black	A_1
34	1/4	red	A7
34	3/8	black	A7
35	0	black	D
35	0	red	D
35	1/8	black	bm7_1
35	1/4	black	A_1
35	1/4	red	A7
35	3/8	black	A7
36	0	black	D
36	0	red	D
36	1/8	black	b_1
36	1/4	black	E
36	1/4	red	E7
36	3/8	black	E7
37	0	black	A
37	0	red	A7
37	1/8	black	A7_2
37	1/4	black	D
37	3/8	black	A_1
38	0	black	D
38	0	red	D
38	1/8	black	bm7_1
38	1/4	black	A_1
38	1/4	red	A7
38	3/8	black	A7
39	0	black	D
39	0	red	D
39	1/8	black	bm7_1
39	1/4	black	A_1
39	1/4	red	A7
39	3/8	black	A7
40	0	black	D
40	0	red	D
40	1/8	black	em7
40	1/4	black	D_1
40	1/4	red	D_1
40	3/8	black	G
41	0	black	D7_2
41	0	red	D7_2
41	3/8	black	D+_1
42	0	black	G
42	0	red	G
43	0	black	abo7
43	0	red	abo7
44	0	black	A
44	0	red	D_2
45	1/4	black	A7
45	1/4	red	A7
46	0	black	D
46	0	red	D
47	0	black	A
47	0	red	D_2
47	1/4	black	A7
47	1/4	red	A7
48	0	black	D
48	0	red	D
48	1/4	black	A7
48	3/8	black	A+
49	0	black	D
49	1/4	black	D_1
49	3/8	black	D_2
50	0	black	D
50	1/4	black	G
50	3/8	black	D
51	0	black	A7
51	0	red	A7
51	1/4	black	A7_1
52	0	red	A7_1
52	1/4	black	A
52	1/4	red	A7
52	3/8	black	A7
53	0	black	D_2
53	0	red	D_2
53	1/8	black	Gb_1
53	1/4	black	b
53	1/4	red	b_2
53	3/8	black	D_1
54	0	black	GM7
54	0	red	em7_1
