mc	mc_onset	color_name	label
1	0	black	c_dcml
1	0	red	c_fh
1	11/32	black	c_1
1	11/32	red	c
1	3/8	black	G_2
1	3/8	red	G_2
1	15/32	black	c
1	1/2	black	gbo7
1	1/2	red	gbo7
1	3/4	black	G
1	3/4	red	G
1	31/32	black	bo7_3
2	0	red	bo7_3
2	3/8	black	G
2	3/8	red	G
2	15/32	black	bo7_2
2	1/2	black	c_1
2	1/2	red	bo7
2	3/4	red	c_1
2	31/32	black	gbo7_3
3	0	red	gbo7_3
3	3/8	black	D
3	3/8	red	D
3	15/32	black	gbo7_2
3	1/2	red	gbo7_2
3	3/4	black	G_1
3	3/4	red	G_1
3	27/32	black	gbo7_3
3	7/8	black	D
3	7/8	red	D
3	31/32	black	gbo7_2
4	0	red	gbo7_2
4	1/4	black	G_1
4	1/4	red	G_1
4	3/8	black	C7_3
4	3/8	red	C7_3
4	1/2	black	f_1
4	1/2	red	f_1
4	3/4	black	Bb7
4	3/4	red	Eb_2
4	7/8	red	Bb7
5	0	black	Eb
5	0	red	Eb
5	1/2	black	fm7_3
5	1/2	red	f_1
5	3/4	black	bo7_1
5	3/4	red	bo7_1
5	7/8	black	f_2
5	7/8	red	f_2
6	0	black	bo7
6	0	red	bo7
6	1/4	black	Bb7
6	1/4	red	Bb7
6	1/2	black	dbo7_3
6	1/2	red	dbo7_3
6	3/4	black	A
6	3/4	red	A
6	7/8	black	dbo7_2
6	7/8	red	dbo7_2
7	0	black	D_1
7	0	red	D7_1
7	1/2	black	bo7_2
7	1/2	red	bo7_2
7	3/4	black	bo_1
7	3/4	red	bo_1
8	0	black	bo7
8	0	red	bo7
8	1/4	black	bo7_3
8	1/4	red	bo7_3
8	1/2	black	G7
8	1/2	red	G7
8	3/4	black	f_1
8	3/4	red	f_1
9	0	black	G7
9	0	red	G7
9	1/2	black	Ab
9	1/2	red	Ab
10	0	black	c
10	1/4	red	d%7_1
10	3/8	black	d%7_1
11	1/2	black	G
11	1/2	red	c_2
11	3/4	black	G7
11	3/4	red	G7
12	0	black	c
12	0	red	c
12	3/4	black	C7
13	0	black	f_1
13	0	red	f_1
13	1/4	black	C
13	1/2	black	f
13	3/4	black	bo_1
14	0	black	c
14	0	red	C7
14	1/4	black	C
14	3/4	black	C7
15	0	black	f_1
15	0	red	f_1
15	1/4	black	C
15	1/2	black	f
15	3/4	black	bo_1
16	0	black	c
16	0	red	c
16	1/2	black	G7_2
16	1/2	red	G7_2
17	0	black	c_1
17	0	red	c_1
17	1/2	black	do_1
17	1/2	red	do_1
18	0	black	G
18	0	red	c_2
18	1/2	black	gbo7_1
18	1/2	red	gbo7_1
19	0	black	gbo7
19	0	red	gbo7
19	1/2	black	G7
19	1/2	red	G7
20	0	black	c
20	0	red	c
20	3/4	black	C7
21	0	black	f_1
21	0	red	f_1
21	1/4	black	C
21	1/2	black	f
21	3/4	black	bo_1
22	0	black	c
22	0	red	C7
22	1/4	black	C
22	3/4	black	C7
23	0	black	f_1
23	0	red	f_1
23	1/4	black	C
23	1/2	black	f
23	3/4	black	bo_1
24	0	black	c
24	0	red	c
24	1/2	black	G7_2
24	1/2	red	G7_2
25	0	black	c_1
25	0	red	c_1
25	1/2	black	do_1
25	1/2	red	do_1
26	0	black	G
26	0	red	c_2
26	1/2	black	gbo7_1
26	1/2	red	gbo7_1
27	0	black	gbo7
27	0	red	gbo7
28	0	black	G
28	0	red	G
29	0	red	c_2
30	0	black	G7_2
30	0	red	G7_2
31	0	black	c
31	0	red	c_2
31	1/2	black	gbo_1
31	1/2	red	gbo7_1
32	0	black	G
32	0	red	G
33	0	red	c_2
34	0	black	G7_2
34	0	red	G7_2
35	0	black	c
35	0	red	c_2
35	1/2	black	gbo_1
35	1/2	red	gbo7_1
36	0	black	G
36	0	red	G
36	1/4	black	gbo
36	1/2	black	G
36	1/2	red	gbo
36	3/4	black	gbo
37	0	black	G
37	0	red	G
37	1/4	black	gbo_2
37	1/2	black	G
37	1/2	red	gbo
37	3/4	black	gbo
38	0	black	G
38	0	red	G
39	0	black	Eb7_1
39	0	red	Eb7_1
40	0	black	Ab
40	0	red	Ab
40	1/4	black	go_2
40	1/2	black	Ab
40	1/2	red	go
40	3/4	black	go_2
41	0	black	Ab
41	0	red	Ab
41	1/4	black	go
41	1/2	black	Ab
41	1/2	red	go
41	3/4	black	go
42	0	black	Ab
42	0	red	Ab
43	0	black	ao7
43	0	red	ao7
44	0	black	Bb
44	0	red	Bb
44	1/4	black	ao
44	1/2	black	Bb
44	1/2	red	ao
44	3/4	black	ao_2
45	0	black	Bb
45	0	red	Bb
45	1/4	black	ao
45	1/2	black	Bb
45	1/2	red	ao
45	3/4	black	ao
46	0	black	Bb
46	0	red	Bb
46	1/2	black	ao_2
46	1/2	red	ao
47	0	black	Bb
47	0	red	Bb
47	1/2	black	ao
47	1/2	red	ao
48	0	black	Bb
48	0	red	Bb
48	1/2	black	ao_2
48	1/2	red	ao
49	0	black	Bb
49	0	red	Bb
49	1/2	black	ao
49	1/2	red	ao
50	0	black	Bb
50	0	red	Bb
52	0	black	eb
52	0	red	eb
56	0	black	Bb7
56	0	red	Bb7
60	0	black	eb
60	0	red	eb
64	0	black	Ab7
64	0	red	Ab7
68	0	black	Db
68	0	red	Db
72	0	black	Ab7
72	0	red	Ab7
76	0	black	Db
76	0	red	Db
76	1/2	black	fo_2
76	1/2	red	Db7_3
77	0	black	Bb7
77	0	red	Bb7
80	0	black	eb
80	0	red	eb
80	1/2	black	bb_1
80	1/2	red	Eb7_3
81	0	black	C7
81	0	red	C7
84	0	black	f
84	0	red	f
85	0	black	Bb7
85	0	red	Bb7
85	1/2	black	bo7
85	1/2	red	bo7
86	0	black	c
86	0	red	c
87	0	black	fm7_1
87	0	red	fm7_1
88	0	black	Bb
88	0	red	Eb_2
89	0	red	Bb
90	0	black	Eb
90	0	red	Eb
92	0	black	Eb7_3
92	0	red	Eb7_3
94	0	black	Ab_1
94	0	red	Ab_1
94	1/2	black	C7_3
94	1/2	red	C7_3
95	0	black	f_1
95	0	red	f_1
95	1/2	black	C_2
95	1/2	red	c_2
96	0	black	f
96	0	red	f
96	1/2	black	F7_3
96	1/2	red	F7_3
97	0	black	Bb_1
97	0	red	Bb_1
97	1/2	black	F_2
97	1/2	red	f_2
98	0	black	bb
98	0	red	bb
98	1/2	black	do_2
98	1/2	red	do_2
99	0	black	Eb_1
99	0	red	Eb_1
99	1/2	black	Eb+_1
99	1/2	red	Eb+_1
100	0	black	Ab
100	0	red	Ab
101	0	black	Bb7
101	0	red	Bb7
102	0	black	Eb
102	0	red	Eb
104	0	black	Eb7_3
104	0	red	Eb7_3
106	0	black	Ab_1
106	0	red	Ab_1
106	1/2	black	C7_3
106	1/2	red	C7_3
107	0	black	f_1
107	0	red	f_1
107	1/2	black	C_2
107	1/2	red	c_2
108	0	black	f
108	0	red	f
108	1/2	black	F7_3
108	1/2	red	F7_3
